,Attribute,Indicator,ProgIndicator,Score,Department Code,Course Number,Course Name,Instructor's Last Name,Instructor's First Name,Term,Year,Cohort,Type
220052551,Use of Engineering Tools,Build database applications using the php programming language,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Use of Engineering Tools,Build database applications using the php programming language,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Use of Engineering Tools,Build database applications using the php programming language,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Use of Engineering Tools,Build database applications using the php programming language,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Use of Engineering Tools,Build database applications using the php programming language,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Use of Engineering Tools,Build database applications using the php programming language,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Use of Engineering Tools,Build database applications using the php programming language,,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Use of Engineering Tools,Build database applications using the php programming language,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Use of Engineering Tools,Build database applications using the php programming language,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Use of Engineering Tools,Build database applications using the php programming language,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Use of Engineering Tools,Build database applications using the php programming language,,0.72,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Use of Engineering Tools,Build database applications using the php programming language,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Use of Engineering Tools,Build database applications using the php programming language,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Use of Engineering Tools,Build database applications using the php programming language,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.55,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.21,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.39,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.47,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.17,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.15,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.85,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.66,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.53,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.54,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.67,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.8,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.8,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.25,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Individual and Team Work,Demonstrate leadership abilities through varying roles in a project,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Individual and Team Work,Develop interpersonal skills by working with others,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Individual and Team Work,Develop interpersonal skills by working with others,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Individual and Team Work,Develop interpersonal skills by working with others,,0.55,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Individual and Team Work,Develop interpersonal skills by working with others,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Individual and Team Work,Develop interpersonal skills by working with others,,0.21,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Individual and Team Work,Develop interpersonal skills by working with others,,0.39,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Individual and Team Work,Develop interpersonal skills by working with others,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Individual and Team Work,Develop interpersonal skills by working with others,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Individual and Team Work,Develop interpersonal skills by working with others,,0.47,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Individual and Team Work,Develop interpersonal skills by working with others,,0.17,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Individual and Team Work,Develop interpersonal skills by working with others,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Individual and Team Work,Develop interpersonal skills by working with others,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Individual and Team Work,Develop interpersonal skills by working with others,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Individual and Team Work,Develop interpersonal skills by working with others,,0.15,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Individual and Team Work,Develop interpersonal skills by working with others,,0.85,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Individual and Team Work,Develop interpersonal skills by working with others,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Individual and Team Work,Develop interpersonal skills by working with others,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Individual and Team Work,Develop interpersonal skills by working with others,,0.66,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Individual and Team Work,Develop interpersonal skills by working with others,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Individual and Team Work,Develop interpersonal skills by working with others,,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Individual and Team Work,Develop interpersonal skills by working with others,,0.53,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Individual and Team Work,Develop interpersonal skills by working with others,,0.54,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Individual and Team Work,Develop interpersonal skills by working with others,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Individual and Team Work,Develop interpersonal skills by working with others,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Individual and Team Work,Develop interpersonal skills by working with others,,0.67,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Individual and Team Work,Develop interpersonal skills by working with others,,0.8,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Individual and Team Work,Develop interpersonal skills by working with others,,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Individual and Team Work,Develop interpersonal skills by working with others,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Individual and Team Work,Develop interpersonal skills by working with others,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Individual and Team Work,Develop interpersonal skills by working with others,,0.8,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Individual and Team Work,Develop interpersonal skills by working with others,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Individual and Team Work,Develop interpersonal skills by working with others,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Individual and Team Work,Develop interpersonal skills by working with others,,0.25,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Individual and Team Work,Develop interpersonal skills by working with others,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Individual and Team Work,Develop interpersonal skills by working with others,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
